Entity,Code,Year,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2023
Liberia,LBR,40,,,,,,0.105697,0.113269,0.12827,0.165873,0.155826,0.142411,0.101728,0.08183,0.074903
Liberia,LBR,41,,,,,,0.085958,0.091987,0.106467,0.148796,0.138642,0.125305,0.087235,0.066883,0.06028
Liberia,LBR,42,,,,,,0.067712,0.072335,0.084997,0.125307,0.117444,0.105533,0.071757,0.052613,0.046721
Liberia,LBR,43,,,,,,0.052592,0.056021,0.066234,0.100556,0.096444,0.08668,0.057664,0.040232,0.035178
Liberia,LBR,44,,,,,,0.040901,0.043374,0.050782,0.076386,0.076913,0.069714,0.045542,0.030075,0.025908
Liberia,LBR,45,,,,,,0.033452,0.035381,0.039427,0.051294,0.059674,0.055837,0.036022,0.023298,0.020054
Liberia,LBR,46,,,,,,0.027285,0.028753,0.030704,0.036177,0.046143,0.043896,0.028077,0.017676,0.015187
Liberia,LBR,47,,,,,,0.021687,0.02276,0.023421,0.024716,0.035086,0.034013,0.021558,0.013167,0.011266
Liberia,LBR,48,,,,,,0.016086,0.01679,0.016965,0.016479,0.025924,0.025601,0.016026,0.009356,0.007898
Liberia,LBR,49,,,,,,0.010081,0.010466,0.010481,0.009747,0.016627,0.016641,0.01022,0.005663,0.004716
Libya,LBY,15,,,,,,0.01974,0.020849,0.022044,0.020926,0.002187,0.004378,0.00089,0.000903,0.000847
Libya,LBY,16,,,,,,0.038074,0.040577,0.043276,0.040751,0.004544,0.009097,0.002461,0.002498,0.002329
Libya,LBY,17,,,,,,0.068996,0.073901,0.079189,0.074242,0.010071,0.013611,0.004973,0.005053,0.004635
Libya,LBY,18,,,,,,0.11255,0.120824,0.129742,0.121398,0.019971,0.017905,0.008837,0.008959,0.008116
Libya,LBY,19,,,,,,0.163992,0.176035,0.189015,0.176871,0.037564,0.023872,0.015725,0.015787,0.014243
Libya,LBY,20,,,,,,0.220077,0.236019,0.253202,0.237125,0.062985,0.032297,0.026126,0.026011,0.023477
Libya,LBY,21,,,,,,0.269926,0.289297,0.310177,0.290641,0.091914,0.044838,0.04022,0.039875,0.036165
Libya,LBY,22,,,,,,0.311024,0.333206,0.357116,0.334745,0.122576,0.061291,0.057602,0.056918,0.051919
Libya,LBY,23,,,,,,0.342096,0.366435,0.392669,0.368123,0.150364,0.079186,0.076097,0.074674,0.068533
Libya,LBY,24,,,,,,0.363,0.388835,0.416682,0.390628,0.174392,0.097764,0.095055,0.092439,0.085373
Libya,LBY,25,,,,,,0.37435,0.401034,0.429796,0.402885,0.195219,0.116063,0.113661,0.1095,0.10178
Libya,LBY,26,,,,,,0.377001,0.403925,0.432946,0.405793,0.213184,0.133503,0.131533,0.125558,0.117447
Libya,LBY,27,,,,,,0.373664,0.400392,0.429202,0.402247,0.22781,0.147577,0.146643,0.139161,0.130875
Libya,LBY,28,,,,,,0.365341,0.391501,0.419699,0.393316,0.239096,0.157793,0.158373,0.149819,0.141546
Libya,LBY,29,,,,,,0.353696,0.379027,0.406329,0.380784,0.247393,0.164416,0.165941,0.156755,0.148621
Libya,LBY,30,,,,,,0.339303,0.363582,0.389751,0.365266,0.252764,0.167874,0.169422,0.159941,0.152025
Libya,LBY,31,,,,,,0.323242,0.346355,0.371268,0.347958,0.254336,0.167329,0.167673,0.158586,0.150897
Libya,LBY,32,,,,,,0.306003,0.327874,0.351447,0.329391,0.252305,0.163261,0.161317,0.153206,0.145728
Libya,LBY,33,,,,,,0.288894,0.309536,0.331786,0.310969,0.24761,0.156194,0.152016,0.145424,0.138191
Libya,LBY,34,,,,,,0.271922,0.291349,0.312289,0.292697,0.240443,0.14673,0.140411,0.135706,0.128757
Libya,LBY,35,,,,,,0.253801,0.271935,0.291481,0.273193,0.230433,0.13602,0.126966,0.124062,0.117448
Libya,LBY,36,,,,,,0.234327,0.251072,0.269121,0.252233,0.218222,0.126536,0.113669,0.111748,0.105423
Libya,LBY,37,,,,,,0.213829,0.229115,0.245592,0.230176,0.203996,0.117084,0.100841,0.099537,0.093528
Libya,LBY,38,,,,,,0.192482,0.206249,0.221089,0.207204,0.188057,0.107752,0.088755,0.087716,0.082059
Libya,LBY,39,,,,,,0.170705,0.182918,0.196081,0.183765,0.171277,0.099071,0.077528,0.07632,0.071059
Libya,LBY,40,,,,,,0.148559,0.159183,0.170633,0.15992,0.153909,0.092231,0.06798,0.065852,0.060932
Libya,LBY,41,,,,,,0.124956,0.133889,0.143518,0.134509,0.133155,0.080996,0.056473,0.054186,0.049933
Libya,LBY,42,,,,,,0.100558,0.107746,0.115494,0.108245,0.109983,0.067189,0.044338,0.042257,0.038847
Libya,LBY,43,,,,,,0.078349,0.08395,0.089986,0.084338,0.088181,0.053469,0.033219,0.031522,0.028998
Libya,LBY,44,,,,,,0.059134,0.063359,0.067913,0.063653,0.068724,0.040635,0.023565,0.022363,0.020708
Libya,LBY,45,,,,,,0.04361,0.046735,0.050103,0.046952,0.05236,0.028034,0.014265,0.01403,0.013343
Libya,LBY,46,,,,,,0.031511,0.033762,0.036187,0.033918,0.038719,0.019459,0.008859,0.008875,0.008625
Libya,LBY,47,,,,,,0.022757,0.024379,0.026127,0.024491,0.028498,0.013256,0.005193,0.005366,0.005385
Libya,LBY,48,,,,,,0.016718,0.017912,0.0192,0.017995,0.021136,0.009179,0.00308,0.003298,0.003427
Libya,LBY,49,,,,,,0.010903,0.011683,0.012523,0.011737,0.0138,0.005718,0.001674,0.001841,0.001973
Liechtenstein,LIE,15,,,,,,0.000146,0,0.000584,0.0006,0.000778,0.000191,0,0,0
Liechtenstein,LIE,16,,,,,,0.001458,0.001464,0.002921,0.002126,0.00224,0.000903,0.000171,0.00011,0.000099
Liechtenstein,LIE,17,,,,,,0.008615,0.010833,0.012926,0.006811,0.005004,0.003843,0.001268,0.000812,0.000736
Liechtenstein,LIE,18,,,,,,0.022601,0.029278,0.031336,0.015215,0.009334,0.009312,0.003712,0.002349,0.002197
Liechtenstein,LIE,19,,,,,,0.04307,0.055515,0.055555,0.027662,0.015872,0.016969,0.0086,0.005308,0.005311
Liechtenstein,LIE,20,,,,,,0.069029,0.08783,0.083532,0.043883,0.024849,0.026516,0.01572,0.009625,0.010044
Liechtenstein,LIE,21,,,,,,0.095893,0.119133,0.108326,0.063181,0.037455,0.036882,0.022856,0.014278,0.015252
Liechtenstein,LIE,22,,,,,,0.122122,0.147462,0.128373,0.084588,0.053418,0.047891,0.029674,0.019195,0.020799
Liechtenstein,LIE,23,,,,,,0.14514,0.170676,0.143339,0.105124,0.070955,0.059774,0.036816,0.02499,0.027116
Liechtenstein,LIE,24,,,,,,0.163938,0.187873,0.152938,0.123313,0.088983,0.072437,0.044729,0.0322,0.034714
Liechtenstein,LIE,25,,,,,,0.176697,0.197286,0.156284,0.135809,0.104595,0.085168,0.054552,0.042388,0.045222
Liechtenstein,LIE,26,,,,,,0.183104,0.198767,0.153483,0.141477,0.116566,0.097591,0.066651,0.056016,0.059154
Liechtenstein,LIE,27,,,,,,0.183995,0.194123,0.146381,0.140413,0.123174,0.108005,0.079736,0.071817,0.075322
Liechtenstein,LIE,28,,,,,,0.179824,0.184181,0.135743,0.133104,0.124214,0.11579,0.092961,0.088762,0.092696
Liechtenstein,LIE,29,,,,,,0.17178,0.170843,0.123127,0.121752,0.120589,0.119868,0.103754,0.103449,0.107778
Liechtenstein,LIE,30,,,,,,0.160445,0.15488,0.10913,0.107252,0.112873,0.120074,0.111355,0.114787,0.119438
Liechtenstein,LIE,31,,,,,,0.147259,0.138336,0.095298,0.09207,0.101817,0.115179,0.113176,0.119777,0.124645
Liechtenstein,LIE,32,,,,,,0.132942,0.121909,0.082102,0.076962,0.088293,0.105833,0.109575,0.118679,0.123657
Liechtenstein,LIE,33,,,,,,0.11931,0.107221,0.070592,0.063575,0.074468,0.094532,0.102978,0.114159,0.119205
Liechtenstein,LIE,34,,,,,,0.106578,0.094369,0.060806,0.05213,0.060957,0.081964,0.093955,0.106714,0.111769
Liechtenstein,LIE,35,,,,,,0.093802,0.082172,0.051901,0.041888,0.047855,0.068367,0.082572,0.096084,0.101
Liechtenstein,LIE,36,,,,,,0.081167,0.070433,0.043602,0.032898,0.036428,0.054844,0.069396,0.082312,0.086856
Liechtenstein,LIE,37,,,,,,0.069388,0.05964,0.036105,0.025312,0.0268,0.042609,0.056611,0.068434,0.072524
Liechtenstein,LIE,38,,,,,,0.058588,0.049835,0.029401,0.01911,0.019085,0.032001,0.044712,0.055061,0.058635
Liechtenstein,LIE,39,,,,,,0.048482,0.040735,0.023321,0.013957,0.013106,0.022947,0.033682,0.042101,0.045083
Liechtenstein,LIE,40,,,,,,0.039256,0.032393,0.017823,0.009889,0.009167,0.015406,0.023121,0.028791,0.031071
Liechtenstein,LIE,41,,,,,,0.030366,0.024721,0.013124,0.006579,0.005645,0.009459,0.015019,0.018884,0.020567
Liechtenstein,LIE,42,,,,,,0.022226,0.017914,0.009212,0.004137,0.003097,0.005075,0.008781,0.011245,0.012401
Liechtenstein,LIE,43,,,,,,0.015294,0.012205,0.006079,0.002341,0.001457,0.002286,0.00457,0.006068,0.006805
Liechtenstein,LIE,44,,,,,,0.009694,0.007658,0.003714,0.001134,0.000628,0.000931,0.002227,0.003163,0.003585
Liechtenstein,LIE,45,,,,,,0.004857,0.004078,0.002157,0.000515,0.000181,0.000444,0.001142,0.002096,0.002285
Liechtenstein,LIE,46,,,,,,0.0024,0.002063,0.001146,0.000318,0.00013,0.000143,0.000377,0.000964,0.000973
Liechtenstein,LIE,47,,,,,,0.000973,0.000958,0.000671,0.00026,0.000125,0.000054,0.000051,0.000372,0.000313
Liechtenstein,LIE,48,,,,,,0.000414,0.000595,0.000602,0.000251,0.000124,0.000042,0,0.000121,0.00009
Liechtenstein,LIE,49,,,,,,0.000202,0.000446,0.000544,0.000251,0.000124,0.000038,0,0.000016,0.000012
Lithuania,LTU,15,,,,,,0,0.000221,0.00073,0.00093,0.002198,0.001248,0.002269,0.000835,0.001057
Lithuania,LTU,16,,,,,,0.001115,0.001558,0.002084,0.003144,0.008924,0.006182,0.005733,0.002155,0.002831
Lithuania,LTU,17,,,,,,0.008248,0.005504,0.009593,0.011046,0.023886,0.018402,0.011248,0.006094,0.005229
Lithuania,LTU,18,,,,,,0.023097,0.022954,0.028711,0.03544,0.059213,0.037052,0.020193,0.012538,0.008197
Lithuania,LTU,19,,,,,,0.048228,0.053895,0.074447,0.080899,0.112192,0.060093,0.029851,0.019725,0.011743
Lithuania,LTU,20,,,,,,0.08177,0.087397,0.121504,0.128181,0.150611,0.080995,0.038322,0.026191,0.016061
Lithuania,LTU,21,,,,,,0.112677,0.100848,0.159808,0.151188,0.176633,0.091587,0.042715,0.030301,0.022312
Lithuania,LTU,22,,,,,,0.13803,0.138347,0.172688,0.171883,0.180995,0.100563,0.05043,0.037883,0.030567
Lithuania,LTU,23,,,,,,0.155863,0.151181,0.177398,0.169146,0.166888,0.105191,0.061998,0.044638,0.040227
Lithuania,LTU,24,,,,,,0.166009,0.161414,0.166778,0.155339,0.161596,0.102847,0.082117,0.056593,0.05093
Lithuania,LTU,25,,,,,,0.169574,0.163579,0.168743,0.146541,0.137835,0.101187,0.099556,0.070567,0.061675
Lithuania,LTU,26,,,,,,0.167763,0.160711,0.149367,0.127455,0.122591,0.093164,0.113057,0.082815,0.071948
Lithuania,LTU,27,,,,,,0.163541,0.149023,0.138588,0.115213,0.113941,0.086062,0.122232,0.096141,0.08038
Lithuania,LTU,28,,,,,,0.157703,0.161406,0.135689,0.102425,0.10023,0.075274,0.112552,0.104737,0.086514
Lithuania,LTU,29,,,,,,0.150675,0.155096,0.121118,0.094934,0.087458,0.069895,0.118174,0.112702,0.089689
Lithuania,LTU,30,,,,,,0.142555,0.140484,0.108027,0.079455,0.078806,0.062826,0.105914,0.111811,0.089822
Lithuania,LTU,31,,,,,,0.133809,0.118125,0.094619,0.07397,0.063698,0.054678,0.096336,0.11203,0.08645
Lithuania,LTU,32,,,,,,0.124691,0.119526,0.089575,0.060554,0.056945,0.047157,0.07795,0.099345,0.08004
Lithuania,LTU,33,,,,,,0.116347,0.111058,0.078242,0.050529,0.04572,0.039547,0.066128,0.089721,0.072365
Lithuania,LTU,34,,,,,,0.10863,0.105222,0.073499,0.046821,0.039119,0.032206,0.057805,0.077563,0.063863
Lithuania,LTU,35,,,,,,0.100077,0.09503,0.063347,0.03674,0.032732,0.025858,0.048846,0.068475,0.054554
Lithuania,LTU,36,,,,,,0.089827,0.077199,0.056913,0.035894,0.026598,0.023939,0.039926,0.060773,0.045027
Lithuania,LTU,37,,,,,,0.079202,0.071486,0.046932,0.029124,0.023305,0.018627,0.027227,0.045922,0.036274
Lithuania,LTU,38,,,,,,0.068393,0.068833,0.040388,0.025094,0.017141,0.013948,0.021787,0.035558,0.02853
Lithuania,LTU,39,,,,,,0.057258,0.055546,0.033102,0.019735,0.012408,0.011425,0.017307,0.029005,0.021672
Lithuania,LTU,40,,,,,,0.045504,0.04651,0.028499,0.015655,0.01083,0.008517,0.012116,0.01867,0.015654
Lithuania,LTU,41,,,,,,0.034992,0.032378,0.018228,0.011424,0.007449,0.005048,0.007565,0.015757,0.010699
Lithuania,LTU,42,,,,,,0.025469,0.025408,0.014572,0.008188,0.00414,0.004612,0.004601,0.008165,0.006796
Lithuania,LTU,43,,,,,,0.017481,0.018134,0.008899,0.004596,0.00293,0.002742,0.002495,0.0053,0.004054
Lithuania,LTU,44,,,,,,0.011156,0.010982,0.004782,0.003581,0.001353,0.0008,0.001347,0.002512,0.002395
Lithuania,LTU,45,,,,,,0.006467,0.006035,0.004052,0.002024,0.000929,0.000448,0.000566,0.001578,0.001429
Lithuania,LTU,46,,,,,,0.003454,0.003339,0.001884,0.000625,0.000615,0.000342,0.000217,0.000348,0.000844
Lithuania,LTU,47,,,,,,0.001667,0.001352,0.001328,0.0005,0.000105,0.000068,0.000114,0.000197,0.000493
Lithuania,LTU,48,,,,,,0.000882,0.001337,0.000556,0.00025,0,0.00003,0.000063,0.000141,0.000296
Lithuania,LTU,49,,,,,,0.00048,0.000628,0.000298,0,0.000052,0,0,0.000094,0.000159
Low-income countries,,15,,,,,,0.060925,0.062957,0.069183,0.066924,0.060928,0.056155,0.044027,0.033127,0.031757
Low-income countries,,16,,,,,,0.099763,0.100626,0.112337,0.108055,0.099545,0.094048,0.07733,0.061981,0.059595
Low-income countries,,17,,,,,,0.140147,0.138255,0.155238,0.14808,0.137458,0.133828,0.114756,0.096004,0.092542
Low-income countries,,18,,,,,,0.179063,0.173661,0.193784,0.184363,0.172626,0.172409,0.153286,0.132281,0.127631
Low-income countries,,19,,,,,,0.213417,0.205556,0.221804,0.214178,0.202715,0.204662,0.185531,0.162476,0.15663
Low-income countries,,20,,,,,,0.242568,0.233667,0.243698,0.23842,0.226535,0.229232,0.210134,0.184765,0.177966
Low-income countries,,21,,,,,,0.264201,0.255698,0.263417,0.257845,0.245962,0.246092,0.227707,0.200488,0.193018
Low-income countries,,22,,,,,,0.278544,0.271928,0.278338,0.274067,0.261248,0.256458,0.238913,0.210663,0.202577
Low-income countries,,23,,,,,,0.287554,0.283307,0.289314,0.28885,0.274127,0.263311,0.246441,0.21814,0.209314
Low-income countries,,24,,,,,,0.292104,0.290176,0.296714,0.298575,0.284294,0.267745,0.251133,0.2235,0.213959
Low-income countries,,25,,,,,,0.29383,0.293764,0.301201,0.303708,0.290683,0.271287,0.253641,0.226762,0.216955
Low-income countries,,26,,,,,,0.293377,0.29455,0.302896,0.305703,0.293473,0.273731,0.253878,0.227913,0.218099
Low-income countries,,27,,,,,,0.29035,0.292108,0.301257,0.304126,0.292778,0.27378,0.251873,0.226955,0.217298
Low-income countries,,28,,,,,,0.285001,0.286729,0.296362,0.299442,0.288877,0.271438,0.247745,0.22366,0.214302
Low-income countries,,29,,,,,,0.278745,0.280132,0.289703,0.292414,0.283098,0.267279,0.242143,0.218509,0.209446
Low-income countries,,30,,,,,,0.272105,0.272965,0.281827,0.283731,0.275886,0.261183,0.235139,0.211723,0.202856
Low-income countries,,31,,,,,,0.26382,0.264311,0.272408,0.275074,0.267166,0.253115,0.226977,0.20375,0.194762
Low-income countries,,32,,,,,,0.254207,0.254171,0.261559,0.265175,0.257095,0.242861,0.21774,0.194545,0.185663
Low-income countries,,33,,,,,,0.242597,0.24193,0.249108,0.253456,0.248074,0.231187,0.207462,0.184366,0.175948
Low-income countries,,34,,,,,,0.229191,0.228129,0.23546,0.240389,0.238083,0.218631,0.195963,0.173431,0.165607
Low-income countries,,35,,,,,,0.215331,0.214073,0.221596,0.22691,0.226327,0.204992,0.18363,0.161851,0.15447
Low-income countries,,36,,,,,,0.202804,0.201264,0.208714,0.213747,0.215541,0.191546,0.170625,0.1498,0.14273
Low-income countries,,37,,,,,,0.189626,0.187584,0.194876,0.199139,0.203835,0.177727,0.15598,0.136985,0.130375
Low-income countries,,38,,,,,,0.175573,0.17302,0.179757,0.183379,0.189835,0.163526,0.141072,0.123543,0.117493
Low-income countries,,39,,,,,,0.161375,0.15874,0.164418,0.167439,0.170491,0.148427,0.126494,0.110019,0.104329
Low-income countries,,40,,,,,,0.147639,0.145366,0.149508,0.152007,0.151177,0.133602,0.111334,0.09627,0.090833
Low-income countries,,41,,,,,,0.129242,0.127698,0.130539,0.13235,0.131619,0.115264,0.095119,0.081402,0.076443
Low-income countries,,42,,,,,,0.10795,0.107052,0.108682,0.109919,0.109204,0.095019,0.077878,0.06598,0.061731
Low-income countries,,43,,,,,,0.087408,0.087102,0.087675,0.088524,0.087974,0.077578,0.06247,0.051958,0.048434
Low-income countries,,44,,,,,,0.068646,0.068984,0.068794,0.069142,0.069007,0.061838,0.049312,0.03978,0.036963
Low-income countries,,45,,,,,,0.051446,0.052778,0.052248,0.051915,0.052913,0.047958,0.038701,0.03001,0.027806
Low-income countries,,46,,,,,,0.039124,0.040409,0.039815,0.039177,0.040187,0.03718,0.029748,0.022344,0.020663
Low-income countries,,47,,,,,,0.029438,0.030528,0.029945,0.029186,0.030117,0.028604,0.022746,0.016415,0.015211
Low-income countries,,48,,,,,,0.021829,0.022591,0.022074,0.021337,0.022188,0.021505,0.017167,0.011999,0.011112
Low-income countries,,49,,,,,,0.014151,0.014594,0.0142,0.01364,0.014259,0.013637,0.011164,0.007678,0.007076
Lower-middle-income countries,,15,,,,,,0.054468,0.058618,0.056107,0.054229,0.044909,0.034709,0.015088,0.010997,0.010592
Lower-middle-income countries,,16,,,,,,0.092929,0.098721,0.096222,0.092839,0.077819,0.061746,0.028681,0.021543,0.021127
Lower-middle-income countries,,17,,,,,,0.134826,0.141962,0.140694,0.135842,0.117133,0.095432,0.052487,0.037033,0.036611
Lower-middle-income countries,,18,,,,,,0.175919,0.185062,0.186356,0.180701,0.160267,0.133358,0.086096,0.057617,0.056973
Lower-middle-income countries,,19,,,,,,0.210519,0.222873,0.225054,0.218556,0.198457,0.166785,0.122518,0.083211,0.081726
Lower-middle-income countries,,20,,,,,,0.238447,0.2525,0.253702,0.246514,0.228628,0.193087,0.158222,0.112893,0.110214
Lower-middle-income countries,,21,,,,,,0.258714,0.273928,0.274154,0.264191,0.247026,0.208933,0.183279,0.136509,0.132972
Lower-middle-income countries,,22,,,,,,0.27184,0.286791,0.286612,0.272487,0.25394,0.21492,0.196298,0.152822,0.148764
Lower-middle-income countries,,23,,,,,,0.280041,0.294342,0.292681,0.275096,0.254442,0.21525,0.20121,0.163047,0.158697
Lower-middle-income countries,,24,,,,,,0.283629,0.297696,0.294452,0.273374,0.249776,0.211121,0.199238,0.167619,0.163128
Lower-middle-income countries,,25,,,,,,0.283342,0.29743,0.292443,0.268169,0.241446,0.203802,0.192205,0.167372,0.162853
Lower-middle-income countries,,26,,,,,,0.279886,0.293551,0.286733,0.260142,0.230501,0.193888,0.181416,0.163162,0.158736
Lower-middle-income countries,,27,,,,,,0.274707,0.28673,0.279172,0.250551,0.218169,0.182692,0.169322,0.156379,0.152111
Lower-middle-income countries,,28,,,,,,0.268076,0.278359,0.268918,0.239516,0.204961,0.170637,0.156529,0.147508,0.143525
Lower-middle-income countries,,29,,,,,,0.260191,0.268463,0.258328,0.227737,0.191501,0.158236,0.143598,0.137459,0.13385
Lower-middle-income countries,,30,,,,,,0.251316,0.257718,0.246843,0.215184,0.17795,0.145811,0.131056,0.126724,0.123485
Lower-middle-income countries,,31,,,,,,0.241653,0.245782,0.234134,0.203687,0.164742,0.133649,0.119009,0.115291,0.112341
Lower-middle-income countries,,32,,,,,,0.230568,0.233584,0.221198,0.192094,0.151861,0.121764,0.107301,0.103461,0.100772
Lower-middle-income countries,,33,,,,,,0.217356,0.22108,0.208745,0.179789,0.138935,0.110092,0.096092,0.09189,0.089515
Lower-middle-income countries,,34,,,,,,0.202708,0.207112,0.196643,0.167563,0.126437,0.098673,0.085807,0.080946,0.078794
Lower-middle-income countries,,35,,,,,,0.187477,0.192664,0.183634,0.154888,0.114505,0.087857,0.076271,0.070585,0.068548
Lower-middle-income countries,,36,,,,,,0.172153,0.177719,0.170114,0.141805,0.103734,0.078035,0.067362,0.061271,0.05925
Lower-middle-income countries,,37,,,,,,0.156607,0.162379,0.154376,0.128238,0.09303,0.068658,0.058796,0.052637,0.050688
Lower-middle-income countries,,38,,,,,,0.141283,0.146698,0.137735,0.113505,0.082447,0.059686,0.050585,0.044597,0.042834
Lower-middle-income countries,,39,,,,,,0.125978,0.13028,0.120747,0.099217,0.072287,0.05104,0.042913,0.037372,0.035825
Lower-middle-income countries,,40,,,,,,0.110614,0.11375,0.103898,0.085499,0.062533,0.042823,0.035824,0.031156,0.029794
Lower-middle-income countries,,41,,,,,,0.092975,0.09491,0.086471,0.070739,0.053283,0.03485,0.028989,0.02504,0.023857
Lower-middle-income countries,,42,,,,,,0.074282,0.075933,0.068633,0.056035,0.043393,0.027185,0.022539,0.019171,0.018228
Lower-middle-income countries,,43,,,,,,0.056814,0.058484,0.0526,0.04329,0.033847,0.020518,0.01696,0.014144,0.01347
Lower-middle-income countries,,44,,,,,,0.041429,0.042422,0.038795,0.03255,0.025936,0.015091,0.012351,0.010167,0.009685
Lower-middle-income countries,,45,,,,,,0.027646,0.028353,0.026833,0.023274,0.019077,0.010882,0.008872,0.007075,0.006685
Lower-middle-income countries,,46,,,,,,0.019197,0.019718,0.019287,0.017131,0.014353,0.008101,0.006384,0.00496,0.004631
Lower-middle-income countries,,47,,,,,,0.013005,0.013525,0.013693,0.01226,0.010628,0.006004,0.004703,0.003542,0.003272
Lower-middle-income countries,,48,,,,,,0.008693,0.009205,0.00958,0.008539,0.007645,0.004372,0.00361,0.002651,0.002443
Lower-middle-income countries,,49,,,,,,0.005156,0.005506,0.00589,0.005207,0.004813,0.002785,0.002484,0.001798,0.001655
Luxembourg,LUX,15,,,,,,0.001088,0.000249,0.000296,0.000186,0.000382,0.001298,0.000646,0.000963,0.001867
Luxembourg,LUX,16,,,,,,0.00361,0.001865,0.002341,0.001439,0.002239,0.004228,0.001929,0.000953,0.000277
Luxembourg,LUX,17,,,,,,0.010521,0.009912,0.012715,0.007606,0.005964,0.009069,0.005002,0.001917,0.002048
Luxembourg,LUX,18,,,,,,0.022304,0.034212,0.043478,0.025479,0.01879,0.01832,0.009682,0.006137,0.00555
Luxembourg,LUX,19,,,,,,0.038261,0.06989,0.08426,0.048609,0.038251,0.026926,0.020411,0.009007,0.010605
Luxembourg,LUX,20,,,,,,0.057638,0.099809,0.103909,0.063521,0.040832,0.04701,0.027127,0.014467,0.016667
Luxembourg,LUX,21,,,,,,0.07815,0.130216,0.126301,0.076315,0.057146,0.055891,0.030065,0.020655,0.021194
Luxembourg,LUX,22,,,,,,0.098678,0.15004,0.137094,0.084239,0.070468,0.058163,0.040971,0.023296,0.023959
Luxembourg,LUX,23,,,,,,0.116826,0.162014,0.142632,0.093187,0.075246,0.081038,0.053398,0.024302,0.026285
Luxembourg,LUX,24,,,,,,0.131532,0.173695,0.151424,0.110242,0.104489,0.08569,0.061427,0.033568,0.029088
Luxembourg,LUX,25,,,,,,0.140629,0.175234,0.155415,0.121669,0.124314,0.096919,0.068031,0.040881,0.034896
Luxembourg,LUX,26,,,,,,0.143563,0.15871,0.140544,0.118118,0.122677,0.117736,0.077004,0.044055,0.044542
Luxembourg,LUX,27,,,,,,0.14129,0.14434,0.125232,0.112444,0.116996,0.114015,0.098471,0.054965,0.057472
Luxembourg,LUX,28,,,,,,0.134366,0.135026,0.111847,0.106287,0.130764,0.121015,0.099281,0.074096,0.07281
Luxembourg,LUX,29,,,,,,0.124387,0.13091,0.101113,0.10008,0.118525,0.136754,0.108654,0.08694,0.087102
Luxembourg,LUX,30,,,,,,0.111996,0.117911,0.086885,0.088452,0.108124,0.128429,0.121332,0.097804,0.099217
Luxembourg,LUX,31,,,,,,0.099288,0.102081,0.07128,0.074209,0.105572,0.120175,0.119811,0.102277,0.105971
Luxembourg,LUX,32,,,,,,0.086823,0.088252,0.061384,0.061089,0.071997,0.103458,0.116907,0.101096,0.107437
Luxembourg,LUX,33,,,,,,0.075894,0.076227,0.055361,0.049473,0.07776,0.102217,0.108293,0.104849,0.105605
Luxembourg,LUX,34,,,,,,0.06655,0.065637,0.051458,0.03944,0.056321,0.072373,0.104115,0.094291,0.100812
Luxembourg,LUX,35,,,,,,0.057788,0.055313,0.04425,0.030099,0.044196,0.074646,0.08317,0.090976,0.092781
Luxembourg,LUX,36,,,,,,0.049271,0.043938,0.037004,0.022381,0.036128,0.052606,0.0694,0.07246,0.081464
Luxembourg,LUX,37,,,,,,0.041497,0.03656,0.031281,0.017169,0.023105,0.045131,0.050676,0.068121,0.069581
Luxembourg,LUX,38,,,,,,0.034482,0.031227,0.026281,0.013371,0.019419,0.025946,0.041781,0.05801,0.057691
Luxembourg,LUX,39,,,,,,0.027897,0.026603,0.021534,0.010324,0.012338,0.023824,0.037228,0.041129,0.045779
Luxembourg,LUX,40,,,,,,0.021712,0.020507,0.017302,0.007826,0.008721,0.018564,0.026617,0.030333,0.033231
Luxembourg,LUX,41,,,,,,0.016221,0.015663,0.012817,0.005446,0.006726,0.008436,0.015525,0.026816,0.023369
Luxembourg,LUX,42,,,,,,0.011483,0.010239,0.007908,0.003263,0.002949,0.006216,0.011271,0.014047,0.015346
Luxembourg,LUX,43,,,,,,0.007573,0.006041,0.00435,0.001795,0.00037,0.001837,0.006942,0.010176,0.009506
Luxembourg,LUX,44,,,,,,0.004513,0.003349,0.002237,0.000932,0.000496,0.000934,0.003169,0.005216,0.005756
Luxembourg,LUX,45,,,,,,0.002165,0.00149,0.001243,0.000451,0.000253,0.000253,0.000988,0.00337,0.003815
Luxembourg,LUX,46,,,,,,0.000921,0.000899,0.000733,0.000269,0.000126,0,0.0008,0.000731,0.002236
Luxembourg,LUX,47,,,,,,0.000287,0.00047,0.000393,0.00015,0.000072,0.000776,0.000417,0.001472,0.001177
Luxembourg,LUX,48,,,,,,0.000138,0.000221,0.000191,0.000079,0.000036,0,0.000629,0.00145,0.000481
Luxembourg,LUX,49,,,,,,0.000108,0.000101,0.000085,0.00004,0.000018,0,0,0,0.000115
Macao,MAC,15,,,,,,0,0,0.001216,0.000802,0.001507,0.001041,0.000234,0.00038,0.000171
Macao,MAC,16,,,,,,0.002072,0.000898,0.002886,0.002385,0.003863,0.002678,0.000728,0.000932,0.00042
Macao,MAC,17,,,,,,0.015332,0.006648,0.00383,0.005723,0.006494,0.004613,0.001904,0.001248,0.000568
Macao,MAC,18,,,,,,0.041778,0.019773,0.004668,0.011198,0.009523,0.006796,0.003972,0.001285,0.000591
Macao,MAC,19,,,,,,0.081089,0.047421,0.009535,0.019624,0.014322,0.009473,0.007476,0.001309,0.000591
